word,translation,pos,category,level,frequency,source
philosophical,哲学的,adjective,academic,9,45,AWL
physical,身体的,adjective,academic,9,45,AWL
physically,身体上,adverb,academic,9,45,AWL
proportion,比例,noun,academic,9,45,AWL
proportions,比例,noun,academic,9,45,AWL
proportional,成比例的,adjective,academic,9,45,AWL
publish,出版,verb,academic,9,45,AWL
published,出版,verb,academic,9,45,AWL
publishes,出版,verb,academic,9,45,AWL
publishing,出版业,noun,academic,9,45,AWL
publisher,出版商,noun,academic,9,45,AWL
react,反应,verb,academic,9,45,AWL
reacted,反应,verb,academic,9,45,AWL
reacting,反应,verb,academic,9,45,AWL
reaction,反应,noun,academic,9,45,AWL
reactions,反应,noun,academic,9,45,AWL
reactive,反应的,adjective,academic,9,45,AWL
register,注册,verb/noun,academic,9,45,AWL
registered,注册的,verb/adjective,academic,9,45,AWL
registering,注册,verb,academic,9,45,AWL
registration,注册,noun,academic,9,45,AWL
registrar,注册员,noun,academic,9,45,AWL
rely,依赖,verb,academic,9,45,AWL
relied,依赖,verb,academic,9,45,AWL
relies,依赖,verb,academic,9,45,AWL
relying,依赖,verb,academic,9,45,AWL
reliable,可靠的,adjective,academic,9,45,AWL
reliance,依赖,noun,academic,9,45,AWL
remove,移除,verb,academic,9,45,AWL
removed,移除,verb,academic,9,45,AWL
removes,移除,verb,academic,9,45,AWL
removing,移除,verb,academic,9,45,AWL
removal,移除,noun,academic,9,45,AWL
scheme,方案,noun,academic,9,45,AWL
schemes,方案,noun,academic,9,45,AWL
sequence,序列,noun,academic,9,45,AWL
sequences,序列,noun,academic,9,45,AWL
sequenced,排序,verb,academic,9,45,AWL
sex,性别,noun,academic,9,45,AWL
sexual,性的,adjective,academic,9,45,AWL
sexuality,性欲,noun,academic,9,45,AWL
shift,转移,noun/verb,academic,9,45,AWL
shifted,转移,verb,academic,9,45,AWL
shifts,轮班,noun,academic,9,45,AWL
shifting,转移,verb,academic,9,45,AWL
specify,指定,verb,academic,9,45,AWL
specified,指定,verb,academic,9,45,AWL
specifies,指定,verb,academic,9,45,AWL
specifying,指定,verb,academic,9,45,AWL
specification,规格,noun,academic,9,45,AWL
sufficient,足够的,adjective,academic,9,45,AWL
sufficiently,充分地,adverb,academic,9,45,AWL
sufficiency,充足,noun,academic,9,45,AWL
insufficient,不足的,adjective,academic,9,45,AWL
task,任务,noun,academic,9,45,AWL
tasks,任务,noun,academic,9,45,AWL
tasked,派给任务,verb,academic,9,45,AWL
technical,技术的,adjective,academic,9,45,AWL
technically,技术上,adverb,academic,9,45,AWL
technology,技术,noun,academic,9,45,AWL
technologies,技术,noun,academic,9,45,AWL
technological,技术的,adjective,academic,9,45,AWL
valid,有效的,adjective,academic,9,45,AWL
validity,有效性,noun,academic,9,45,AWL
validate,验证,verb,academic,9,45,AWL
validated,验证,verb,academic,9,45,AWL
invalid,无效的,adjective,academic,9,45,AWL
volume,体积,noun,academic,9,45,AWL
volumes,卷,noun,academic,9,45,AWL
