word,translation,category,level,pos,headword,sublist,frequency,source,topic,scene
luggage,行李,listening_travel_transport,4,noun,,,85,IELTS_Listening,,travel_transport
metro,地铁,listening_travel_transport,4,noun,,,75,IELTS_Listening,,travel_transport
platform,站台,listening_travel_transport,5,noun,,,80,IELTS_Listening,,travel_transport
porter,搬运工,listening_travel_transport,5,noun,,,65,IELTS_Listening,,travel_transport
reservation,预订,listening_travel_transport,6,noun,,,80,IELTS_Listening,,travel_transport
return ticket,往返票,listening_travel_transport,5,noun,,,75,IELTS_Listening,,travel_transport
round trip,往返,listening_travel_transport,5,noun,,,75,IELTS_Listening,,travel_transport
runway,跑道,listening_travel_transport,5,noun,,,70,IELTS_Listening,,travel_transport
safety belt,安全带,listening_travel_transport,5,noun,,,70,IELTS_Listening,,travel_transport
schedule,时刻表,listening_travel_transport,6,noun,,,80,IELTS_Listening,,travel_transport
single ticket,单程票,listening_travel_transport,5,noun,,,70,IELTS_Listening,,travel_transport
subway,地铁,listening_travel_transport,4,noun,,,80,IELTS_Listening,,travel_transport
takeoff,起飞,listening_travel_transport,5,noun,,,75,IELTS_Listening,,travel_transport
terminal,航站楼,listening_travel_transport,6,noun,,,75,IELTS_Listening,,travel_transport
ticket,票,listening_travel_transport,4,noun,,,90,IELTS_Listening,,travel_transport
timetable,时刻表,listening_travel_transport,5,noun,,,75,IELTS_Listening,,travel_transport
tour,旅行,listening_travel_transport,4,noun,,,85,IELTS_Listening,,travel_transport
tourist,游客,listening_travel_transport,4,noun,,,85,IELTS_Listening,,travel_transport
traffic,交通,listening_travel_transport,4,noun,,,90,IELTS_Listening,,travel_transport
train,火车,listening_travel_transport,4,noun,,,90,IELTS_Listening,,travel_transport
tram,有轨电车,listening_travel_transport,4,noun,,,70,IELTS_Listening,,travel_transport
transfer,转乘,listening_travel_transport,6,noun,,,75,IELTS_Listening,,travel_transport
transit,过境,listening_travel_transport,6,noun,,,70,IELTS_Listening,,travel_transport
transport,运输,listening_travel_transport,5,noun/verb,,,85,IELTS_Listening,,travel_transport
transportation,交通,listening_travel_transport,6,noun,,,80,IELTS_Listening,,travel_transport
travel,旅行,listening_travel_transport,4,noun/verb,,,90,IELTS_Listening,,travel_transport
trolley,手推车,listening_travel_transport,5,noun,,,65,IELTS_Listening,,travel_transport
tunnel,隧道,listening_travel_transport,5,noun,,,70,IELTS_Listening,,travel_transport
underground,地铁,listening_travel_transport,5,noun,,,75,IELTS_Listening,,travel_transport
vehicle,车辆,listening_travel_transport,5,noun,,,80,IELTS_Listening,,travel_transport
visa,签证,listening_travel_transport,5,noun,,,75,IELTS_Listening,,travel_transport
voyage,航行,listening_travel_transport,6,noun,,,65,IELTS_Listening,,travel_transport
waiting room,候车室,listening_travel_transport,5,noun,,,70,IELTS_Listening,,travel_transport
youth hostel,青年旅舍,listening_travel_transport,5,noun,,,65,IELTS_Listening,,travel_transport
allergy,过敏,listening_medical,6,noun,,,70,IELTS_Listening,,medical
ambulance,救护车,listening_medical,5,noun,,,75,IELTS_Listening,,medical
appointment,预约,listening_medical,5,noun,,,80,IELTS_Listening,,medical
aspirin,阿司匹林,listening_medical,5,noun,,,70,IELTS_Listening,,medical
blood pressure,血压,listening_medical,5,noun,,,75,IELTS_Listening,,medical
capsule,胶囊,listening_medical,6,noun,,,65,IELTS_Listening,,medical
chemist,药剂师,listening_medical,5,noun,,,70,IELTS_Listening,,medical
clinic,诊所,listening_medical,5,noun,,,75,IELTS_Listening,,medical
cough,咳嗽,listening_medical,4,noun/verb,,,80,IELTS_Listening,,medical
dentist,牙医,listening_medical,5,noun,,,75,IELTS_Listening,,medical
diagnosis,诊断,listening_medical,7,noun,,,70,IELTS_Listening,,medical
diet,饮食,listening_medical,4,noun,,,80,IELTS_Listening,,medical
dosage,剂量,listening_medical,6,noun,,,65,IELTS_Listening,,medical
dose,剂量,listening_medical,5,noun,,,70,IELTS_Listening,,medical
emergency,紧急情况,listening_medical,6,noun,,,80,IELTS_Listening,,medical
exercise,锻炼,listening_medical,4,noun/verb,,,90,IELTS_Listening,,medical
fever,发烧,listening_medical,4,noun,,,80,IELTS_Listening,,medical
flu,流感,listening_medical,4,noun,,,75,IELTS_Listening,,medical
headache,头痛,listening_medical,4,noun,,,80,IELTS_Listening,,medical
health,健康,listening_medical,4,noun,,,90,IELTS_Listening,,medical
heart attack,心脏病发作,listening_medical,5,noun,,,70,IELTS_Listening,,medical
hospital,医院,listening_medical,4,noun,,,90,IELTS_Listening,,medical
illness,疾病,listening_medical,5,noun,,,80,IELTS_Listening,,medical
immune,免疫的,listening_medical,6,adjective,,,70,IELTS_Listening,,medical
infection,感染,listening_medical,6,noun,,,75,IELTS_Listening,,medical
insomnia,失眠,listening_medical,7,noun,,,65,IELTS_Listening,,medical
medicine,药,listening_medical,4,noun,,,85,IELTS_Listening,,medical
nausea,恶心,listening_medical,6,noun,,,65,IELTS_Listening,,medical
nurse,护士,listening_medical,4,noun,,,80,IELTS_Listening,,medical
operation,手术,listening_medical,5,noun,,,75,IELTS_Listening,,medical
pain,疼痛,listening_medical,4,noun,,,85,IELTS_Listening,,medical
painkiller,止痛药,listening_medical,6,noun,,,70,IELTS_Listening,,medical
patient,病人,listening_medical,4,noun,,,85,IELTS_Listening,,medical
pharmacy,药房,listening_medical,6,noun,,,75,IELTS_Listening,,medical
physician,医生,listening_medical,6,noun,,,75,IELTS_Listening,,medical
pill,药片,listening_medical,4,noun,,,75,IELTS_Listening,,medical
prescription,处方,listening_medical,6,noun,,,75,IELTS_Listening,,medical
receptionist,接待员,listening_medical,6,noun,,,70,IELTS_Listening,,medical
recovery,康复,listening_medical,6,noun,,,70,IELTS_Listening,,medical
side effect,副作用,listening_medical,5,noun,,,70,IELTS_Listening,,medical
stomachache,胃痛,listening_medical,5,noun,,,70,IELTS_Listening,,medical
surgeon,外科医生,listening_medical,6,noun,,,70,IELTS_Listening,,medical
surgery,手术,listening_medical,6,noun,,,75,IELTS_Listening,,medical
symptom,症状,listening_medical,6,noun,,,75,IELTS_Listening,,medical
tablet,药片,listening_medical,4,noun,,,75,IELTS_Listening,,medical
temperature,温度,listening_medical,4,noun,,,85,IELTS_Listening,,medical
treatment,治疗,listening_medical,5,noun,,,80,IELTS_Listening,,medical
vaccination,疫苗接种,listening_medical,7,noun,,,65,IELTS_Listening,,medical
vitamin,维生素,listening_medical,5,noun,,,75,IELTS_Listening,,medical
ward,病房,listening_medical,5,noun,,,70,IELTS_Listening,,medical
X-ray,X光,listening_medical,5,noun,,,70,IELTS_Listening,,medical
antibiotic,抗生素,listening_medical,7,noun,,,70,IELTS_Listening,,medical
astronomy,天文学,reading_science_technology,7,noun,,,70,IELTS_Reading,science_technology,
biology,生物学,reading_science_technology,6,noun,,,75,IELTS_Reading,science_technology,
chemistry,化学,reading_science_technology,6,noun,,,75,IELTS_Reading,science_technology,
physics,物理,reading_science_technology,6,noun,,,75,IELTS_Reading,science_technology,
genetics,遗传学,reading_science_technology,7,noun,,,70,IELTS_Reading,science_technology,
evolution,进化,reading_science_technology,7,noun,,,75,IELTS_Reading,science_technology,
experiment,实验,reading_science_technology,5,noun,,,80,IELTS_Reading,science_technology,
hypothesis,假设,reading_science_technology,7,noun,,,70,IELTS_Reading,science_technology,
laboratory,实验室,reading_science_technology,6,noun,,,75,IELTS_Reading,science_technology,
molecule,分子,reading_science_technology,7,noun,,,70,IELTS_Reading,science_technology,
organism,有机体,reading_science_technology,7,noun,,,70,IELTS_Reading,science_technology,
species,物种,reading_science_technology,6,noun,,,75,IELTS_Reading,science_technology,
algorithm,算法,reading_science_technology,7,noun,,,75,IELTS_Reading,science_technology,
artificial,人工的,reading_science_technology,6,adjective,,,80,IELTS_Reading,science_technology,
automation,自动化,reading_science_technology,7,noun,,,75,IELTS_Reading,science_technology,
breakthrough,突破,reading_science_technology,7,noun,,,75,IELTS_Reading,science_technology,
cyberspace,网络空间,reading_science_technology,7,noun,,,70,IELTS_Reading,science_technology,
digital,数字的,reading_science_technology,6,adjective,,,85,IELTS_Reading,science_technology,
innovation,创新,reading_science_technology,6,noun,,,80,IELTS_Reading,science_technology,
mechanism,机制,reading_science_technology,6,noun,,,75,IELTS_Reading,science_technology,
network,网络,reading_science_technology,5,noun,,,85,IELTS_Reading,science_technology,
satellite,卫星,reading_science_technology,6,noun,,,75,IELTS_Reading,science_technology,
software,软件,reading_science_technology,5,noun,,,85,IELTS_Reading,science_technology,
agriculture,农业,reading_environment,6,noun,,,75,IELTS_Reading,environment,
biodiversity,生物多样性,reading_environment,8,noun,,,70,IELTS_Reading,environment,
carbon,碳,reading_environment,5,noun,,,75,IELTS_Reading,environment,
climate,气候,reading_environment,5,noun,,,85,IELTS_Reading,environment,
conservation,保护,reading_environment,6,noun,,,75,IELTS_Reading,environment,
contamination,污染,reading_environment,7,noun,,,70,IELTS_Reading,environment,
deforestation,森林砍伐,reading_environment,8,noun,,,65,IELTS_Reading,environment,
drought,干旱,reading_environment,5,noun,,,70,IELTS_Reading,environment,
ecology,生态学,reading_environment,7,noun,,,70,IELTS_Reading,environment,
ecosystem,生态系统,reading_environment,7,noun,,,75,IELTS_Reading,environment,
emission,排放,reading_environment,6,noun,,,75,IELTS_Reading,environment,
endangered,濒危的,reading_environment,6,adjective,,,70,IELTS_Reading,environment,
erosion,侵蚀,reading_environment,6,noun,,,65,IELTS_Reading,environment,
extinction,灭绝,reading_environment,7,noun,,,70,IELTS_Reading,environment,
flood,洪水,reading_environment,4,noun,,,75,IELTS_Reading,environment,
fossil fuel,化石燃料,reading_environment,6,noun,,,70,IELTS_Reading,environment,
global warming,全球变暖,reading_environment,6,noun,,,75,IELTS_Reading,environment,
greenhouse,温室,reading_environment,6,noun,,,70,IELTS_Reading,environment,
habitat,栖息地,reading_environment,6,noun,,,75,IELTS_Reading,environment,
irrigation,灌溉,reading_environment,7,noun,,,65,IELTS_Reading,environment,
pollutant,污染物,reading_environment,7,noun,,,70,IELTS_Reading,environment,
recycling,回收,reading_environment,6,noun,,,75,IELTS_Reading,environment,
renewable,可再生的,reading_environment,7,adjective,,,75,IELTS_Reading,environment,
sustainable,可持续的,reading_environment,7,adjective,,,75,IELTS_Reading,environment,
addiction,上瘾,reading_health_medicine,6,noun,,,75,IELTS_Reading,health_medicine,
antibody,抗体,reading_health_medicine,7,noun,,,65,IELTS_Reading,health_medicine,
bacteria,细菌,reading_health_medicine,6,noun,,,75,IELTS_Reading,health_medicine,
cardiovascular,心血管的,reading_health_medicine,8,adjective,,,65,IELTS_Reading,health_medicine,
chronic,慢性的,reading_health_medicine,7,adjective,,,70,IELTS_Reading,health_medicine,
diabetes,糖尿病,reading_health_medicine,7,noun,,,70,IELTS_Reading,health_medicine,
epidemic,流行病,reading_health_medicine,7,noun,,,75,IELTS_Reading,health_medicine,
fatigue,疲劳,reading_health_medicine,6,noun,,,70,IELTS_Reading,health_medicine,
hormone,荷尔蒙,reading_health_medicine,6,noun,,,70,IELTS_Reading,health_medicine,
hygiene,卫生,reading_health_medicine,6,noun,,,70,IELTS_Reading,health_medicine,
metabolism,新陈代谢,reading_health_medicine,7,noun,,,65,IELTS_Reading,health_medicine,
nutrition,营养,reading_health_medicine,6,noun,,,75,IELTS_Reading,health_medicine,
obesity,肥胖,reading_health_medicine,7,noun,,,70,IELTS_Reading,health_medicine,
paralysis,瘫痪,reading_health_medicine,7,noun,,,65,IELTS_Reading,health_medicine,
prevention,预防,reading_health_medicine,6,noun,,,75,IELTS_Reading,health_medicine,
protein,蛋白质,reading_health_medicine,6,noun,,,70,IELTS_Reading,health_medicine,
psychiatry,精神病学,reading_health_medicine,8,noun,,,60,IELTS_Reading,health_medicine,
remedy,疗法,reading_health_medicine,6,noun,,,70,IELTS_Reading,health_medicine,
resistance,抵抗力,reading_health_medicine,6,noun,,,75,IELTS_Reading,health_medicine,
therapy,治疗,reading_health_medicine,6,noun,,,75,IELTS_Reading,health_medicine,
tissue,组织,reading_health_medicine,6,noun,,,70,IELTS_Reading,health_medicine,
toxic,有毒的,reading_health_medicine,6,adjective,,,70,IELTS_Reading,health_medicine,
virus,病毒,reading_health_medicine,5,noun,,,80,IELTS_Reading,health_medicine,
wellness,健康,reading_health_medicine,6,noun,,,70,IELTS_Reading,health_medicine,
ancestor,祖先,reading_society_culture,5,noun,,,75,IELTS_Reading,society_culture,
anthropology,人类学,reading_society_culture,8,noun,,,60,IELTS_Reading,society_culture,
archeology,考古学,reading_society_culture,8,noun,,,60,IELTS_Reading,society_culture,
custom,习俗,reading_society_culture,5,noun,,,75,IELTS_Reading,society_culture,
democracy,民主,reading_society_culture,6,noun,,,75,IELTS_Reading,society_culture,
discrimination,歧视,reading_society_culture,7,noun,,,75,IELTS_Reading,society_culture,
diversity,多样性,reading_society_culture,6,noun,,,75,IELTS_Reading,society_culture,
ethnic,民族的,reading_society_culture,6,adjective,,,75,IELTS_Reading,society_culture,
heritage,遗产,reading_society_culture,6,noun,,,70,IELTS_Reading,society_culture,
indigenous,土著的,reading_society_culture,7,adjective,,,70,IELTS_Reading,society_culture,
inequality,不平等,reading_society_culture,7,noun,,,70,IELTS_Reading,society_culture,
prejudice,偏见,reading_society_culture,6,noun,,,70,IELTS_Reading,society_culture,
ritual,仪式,reading_society_culture,6,noun,,,70,IELTS_Reading,society_culture,
social,社会的,reading_society_culture,4,adjective,,,90,IELTS_Reading,society_culture,
society,社会,reading_society_culture,4,noun,,,90,IELTS_Reading,society_culture,
tradition,传统,reading_society_culture,5,noun,,,80,IELTS_Reading,society_culture,
tribe,部落,reading_society_culture,5,noun,,,70,IELTS_Reading,society_culture,
urban,城市的,reading_society_culture,6,adjective,,,75,IELTS_Reading,society_culture,
welfare,福利,reading_society_culture,6,noun,,,75,IELTS_Reading,society_culture,
adolescent,青少年,reading_psychology,7,noun,,,70,IELTS_Reading,psychology,
anxiety,焦虑,reading_psychology,6,noun,,,75,IELTS_Reading,psychology,
behavior,行为,reading_psychology,5,noun,,,85,IELTS_Reading,psychology,
cognitive,认知的,reading_psychology,7,adjective,,,70,IELTS_Reading,psychology,
conscious,有意识的,reading_psychology,6,adjective,,,75,IELTS_Reading,psychology,
depression,抑郁,reading_psychology,7,noun,,,75,IELTS_Reading,psychology,
disorder,失调,reading_psychology,6,noun,,,75,IELTS_Reading,psychology,
emotion,情绪,reading_psychology,5,noun,,,80,IELTS_Reading,psychology,
empathy,共情,reading_psychology,7,noun,,,65,IELTS_Reading,psychology,
instinct,本能,reading_psychology,6,noun,,,70,IELTS_Reading,psychology,
intelligence,智力,reading_psychology,6,noun,,,80,IELTS_Reading,psychology,
motivation,动机,reading_psychology,7,noun,,,75,IELTS_Reading,psychology,
personality,个性,reading_psychology,6,noun,,,75,IELTS_Reading,psychology,
reinforcement,强化,reading_psychology,7,noun,,,65,IELTS_Reading,psychology,
self-esteem,自尊,reading_psychology,6,noun,,,70,IELTS_Reading,psychology,
sensation,感觉,reading_psychology,6,noun,,,70,IELTS_Reading,psychology,
stimulus,刺激,reading_psychology,7,noun,,,70,IELTS_Reading,psychology,
subconscious,潜意识,reading_psychology,7,noun,,,65,IELTS_Reading,psychology,
syndrome,综合征,reading_psychology,7,noun,,,70,IELTS_Reading,psychology,
trait,特征,reading_psychology,6,noun,,,70,IELTS_Reading,psychology,
accordingly,相应地,writing,7,adverb,,,75,IELTS_Writing,,
acknowledge,承认,writing,6,verb,,,80,IELTS_Writing,,
acquire,获得,writing,6,verb,,,80,IELTS_Writing,,
adequate,足够的,writing,6,adjective,,,75,IELTS_Writing,,
advocate,提倡,writing,7,verb/noun,,,75,IELTS_Writing,,
alleviate,减轻,writing,7,verb,,,70,IELTS_Writing,,
alternative,替代的,writing,6,adjective,,,80,IELTS_Writing,,
anticipate,预期,writing,7,verb,,,75,IELTS_Writing,,
apparent,明显的,writing,6,adjective,,,75,IELTS_Writing,,
appendix,附录,writing,7,noun,,,65,IELTS_Writing,,
applicable,适用的,writing,7,adjective,,,70,IELTS_Writing,,
arbitrary,任意的,writing,7,adjective,,,70,IELTS_Writing,,
assert,断言,writing,7,verb,,,75,IELTS_Writing,,
assign,分配,writing,6,verb,,,75,IELTS_Writing,,
assume,假设,writing,6,verb,,,80,IELTS_Writing,,
assure,保证,writing,6,verb,,,75,IELTS_Writing,,
attach,附加,writing,6,verb,,,75,IELTS_Writing,,
attain,达到,writing,7,verb,,,70,IELTS_Writing,,
attitude,态度,writing,5,noun,,,85,IELTS_Writing,,
attribute,属性,writing,6,noun,,,75,IELTS_Writing,,
authority,权威,writing,6,noun,,,80,IELTS_Writing,,
automate,自动化,writing,7,verb,,,70,IELTS_Writing,,
benefit,益处,writing,5,noun,,,90,IELTS_Writing,,
bias,偏见,writing,6,noun,,,75,IELTS_Writing,,
breach,违反,writing,7,noun,,,70,IELTS_Writing,,
brief,简短的,writing,5,adjective,,,80,IELTS_Writing,,
capable,有能力的,writing,5,adjective,,,80,IELTS_Writing,,
capacity,容量,writing,6,noun,,,75,IELTS_Writing,,
cease,停止,writing,6,verb,,,70,IELTS_Writing,,
challenge,挑战,writing,5,noun,,,85,IELTS_Writing,,
channel,渠道,writing,6,noun,,,75,IELTS_Writing,,
chapter,章节,writing,5,noun,,,75,IELTS_Writing,,
chart,图表,writing,5,noun,,,75,IELTS_Writing,,
circumstance,情况,writing,6,noun,,,75,IELTS_Writing,,
cite,引用,writing,6,verb,,,75,IELTS_Writing,,
civil,公民的,writing,6,adjective,,,75,IELTS_Writing,,
clarify,澄清,writing,6,verb,,,75,IELTS_Writing,,
classic,经典的,writing,6,adjective,,,75,IELTS_Writing,,
clause,条款,writing,6,noun,,,70,IELTS_Writing,,
code,代码,writing,5,noun,,,75,IELTS_Writing,,
coherent,连贯的,writing,7,adjective,,,70,IELTS_Writing,,
coincide,巧合,writing,7,verb,,,65,IELTS_Writing,,
collapse,崩溃,writing,6,noun/verb,,,75,IELTS_Writing,,
colleague,同事,writing,5,noun,,,80,IELTS_Writing,,
commence,开始,writing,6,verb,,,70,IELTS_Writing,,
comment,评论,writing,5,noun,,,85,IELTS_Writing,,
commission,委员会,writing,6,noun,,,75,IELTS_Writing,,
commit,承诺,writing,6,verb,,,75,IELTS_Writing,,
commodity,商品,writing,7,noun,,,70,IELTS_Writing,,
communicate,交流,writing,5,verb,,,85,IELTS_Writing,,
compatible,兼容的,writing,7,adjective,,,70,IELTS_Writing,,
compensate,补偿,writing,6,verb,,,75,IELTS_Writing,,
compile,编译,writing,7,verb,,,70,IELTS_Writing,,
complement,补充,writing,7,noun,,,70,IELTS_Writing,,
complex,复杂的,writing,5,adjective,,,85,IELTS_Writing,,
complicate,使复杂,writing,6,verb,,,75,IELTS_Writing,,
component,组件,writing,6,noun,,,75,IELTS_Writing,,
compose,组成,writing,6,verb,,,75,IELTS_Writing,,
compound,化合物,writing,6,noun,,,70,IELTS_Writing,,
comprehensive,全面的,writing,6,adjective,,,75,IELTS_Writing,,
comprise,包含,writing,6,verb,,,75,IELTS_Writing,,
compute,计算,writing,6,verb,,,70,IELTS_Writing,,
conceive,构想,writing,7,verb,,,70,IELTS_Writing,,
concentrate,集中,writing,5,verb,,,75,IELTS_Writing,,
concept,概念,writing,5,noun,,,85,IELTS_Writing,,
conclude,总结,writing,6,verb,,,80,IELTS_Writing,,
concurrent,同时的,writing,7,adjective,,,65,IELTS_Writing,,
conduct,进行,writing,6,verb,,,80,IELTS_Writing,,
confer,授予,writing,7,verb,,,70,IELTS_Writing,,
confine,限制,writing,6,verb,,,75,IELTS_Writing,,
confirm,确认,writing,5,verb,,,85,IELTS_Writing,,
conflict,冲突,writing,5,noun,,,85,IELTS_Writing,,
conform,符合,writing,6,verb,,,75,IELTS_Writing,,
consent,同意,writing,6,noun,,,70,IELTS_Writing,,
considerable,相当的,writing,6,adjective,,,75,IELTS_Writing,,
consist,由...组成,writing,5,verb,,,80,IELTS_Writing,,
constant,持续的,writing,5,adjective,,,80,IELTS_Writing,,
constitute,构成,writing,6,verb,,,80,IELTS_Writing,,
constrain,限制,writing,6,verb,,,75,IELTS_Writing,,
construct,构建,writing,6,verb,,,75,IELTS_Writing,,
consult,咨询,writing,6,verb,,,75,IELTS_Writing,,
consume,消费,writing,6,verb,,,75,IELTS_Writing,,
contact,联系,writing,5,noun,,,85,IELTS_Writing,,
contemporary,当代的,writing,6,adjective,,,75,IELTS_Writing,,
context,上下文,writing,5,noun,,,85,IELTS_Writing,,
contract,合同,writing,5,noun,,,80,IELTS_Writing,,
contradict,矛盾,writing,6,verb,,,75,IELTS_Writing,,
contrary,相反的,writing,6,adjective,,,70,IELTS_Writing,,
contrast,对比,writing,5,noun,,,80,IELTS_Writing,,
contribute,贡献,writing,6,verb,,,80,IELTS_Writing,,
controversy,争议,writing,6,noun,,,75,IELTS_Writing,,
convene,召集,writing,6,verb,,,70,IELTS_Writing,,
converse,交谈,writing,6,verb,,,70,IELTS_Writing,,
convert,转换,writing,6,verb,,,75,IELTS_Writing,,
convince,说服,writing,5,verb,,,80,IELTS_Writing,,
cooperate,合作,writing,6,verb,,,75,IELTS_Writing,,
coordinate,协调,writing,6,verb,,,75,IELTS_Writing,,
core,核心,writing,5,noun,,,80,IELTS_Writing,,
corporate,公司的,writing,6,adjective,,,75,IELTS_Writing,,
correspond,对应,writing,6,verb,,,75,IELTS_Writing,,
criteria,标准,writing,6,noun,,,75,IELTS_Writing,,
crucial,关键的,writing,6,adjective,,,80,IELTS_Writing,,
data,数据,writing,5,noun,,,90,IELTS_Writing,,
debate,辩论,writing,5,noun,,,80,IELTS_Writing,,
decade,十年,writing,5,noun,,,80,IELTS_Writing,,
decline,下降,writing,5,noun,,,80,IELTS_Writing,,
deduce,推断,writing,7,verb,,,65,IELTS_Writing,,
define,定义,writing,5,verb,,,85,IELTS_Writing,,
definite,明确的,writing,5,adjective,,,80,IELTS_Writing,,
demonstrate,证明,writing,6,verb,,,80,IELTS_Writing,,
denote,表示,writing,7,verb,,,70,IELTS_Writing,,
deny,否认,writing,5,verb,,,80,IELTS_Writing,,
depress,压抑,writing,6,verb,,,70,IELTS_Writing,,
derive,推导,writing,6,verb,,,75,IELTS_Writing,,
design,设计,writing,5,noun,,,85,IELTS_Writing,,
despite,尽管,writing,5,preposition,,,85,IELTS_Writing,,
detect,检测,writing,6,verb,,,75,IELTS_Writing,,
deviate,偏离,writing,7,verb,,,65,IELTS_Writing,,
device,装置,writing,5,noun,,,80,IELTS_Writing,,
devise,设计,writing,7,verb,,,70,IELTS_Writing,,
differentiate,区分,writing,7,verb,,,70,IELTS_Writing,,
diminish,减少,writing,6,verb,,,75,IELTS_Writing,,
discrete,离散的,writing,7,adjective,,,65,IELTS_Writing,,
discriminate,歧视,writing,6,verb,,,75,IELTS_Writing,,
displace,取代,writing,6,verb,,,75,IELTS_Writing,,
display,显示,writing,5,noun,,,80,IELTS_Writing,,
dispose,处理,writing,6,verb,,,70,IELTS_Writing,,
distinct,明显的,writing,6,adjective,,,75,IELTS_Writing,,
distort,扭曲,writing,7,verb,,,70,IELTS_Writing,,
distribute,分配,writing,6,verb,,,75,IELTS_Writing,,
diverse,多样的,writing,6,adjective,,,75,IELTS_Writing,,
document,文件,writing,5,noun,,,80,IELTS_Writing,,
domain,领域,writing,6,noun,,,70,IELTS_Writing,,
domestic,国内的,writing,6,adjective,,,75,IELTS_Writing,,
draft,草稿,writing,5,noun,,,75,IELTS_Writing,,
drama,戏剧,writing,5,noun,,,70,IELTS_Writing,,
duration,持续,writing,6,noun,,,70,IELTS_Writing,,
dynamic,动态的,writing,6,adjective,,,75,IELTS_Writing,,
economy,经济,writing,5,noun,,,85,IELTS_Writing,,
edit,编辑,writing,5,verb,,,75,IELTS_Writing,,
element,元素,writing,5,noun,,,80,IELTS_Writing,,
eliminate,消除,writing,6,verb,,,75,IELTS_Writing,,
emerge,出现,writing,5,verb,,,80,IELTS_Writing,,
emphasis,强调,writing,6,noun,,,80,IELTS_Writing,,
empirical,实证的,writing,7,adjective,,,70,IELTS_Writing,,
enable,使能,writing,5,verb,,,80,IELTS_Writing,,
encounter,遇到,writing,6,verb,,,75,IELTS_Writing,,
energy,能量,writing,4,noun,,,85,IELTS_Writing,,
enforce,执行,writing,6,verb,,,75,IELTS_Writing,,
enhance,增强,writing,6,verb,,,80,IELTS_Writing,,
enormous,巨大的,writing,5,adjective,,,75,IELTS_Writing,,
ensure,确保,writing,5,verb,,,85,IELTS_Writing,,
entity,实体,writing,6,noun,,,70,IELTS_Writing,,
environment,环境,writing,5,noun,,,90,IELTS_Writing,,
equate,等同,writing,6,verb,,,70,IELTS_Writing,,
equip,装备,writing,5,verb,,,75,IELTS_Writing,,
equivalent,等价的,writing,6,adjective,,,75,IELTS_Writing,,
erode,侵蚀,writing,6,verb,,,70,IELTS_Writing,,
error,错误,writing,5,noun,,,80,IELTS_Writing,,
establish,建立,writing,5,verb,,,85,IELTS_Writing,,
estate,地产,writing,6,noun,,,70,IELTS_Writing,,
estimate,估计,writing,5,noun,,,80,IELTS_Writing,,
ethic,伦理,writing,6,noun,,,75,IELTS_Writing,,
evaluate,评估,writing,6,verb,,,80,IELTS_Writing,,
eventual,最终的,writing,6,adjective,,,75,IELTS_Writing,,
evolve,进化,writing,6,verb,,,75,IELTS_Writing,,
exceed,超过,writing,6,verb,,,75,IELTS_Writing,,
exclude,排除,writing,6,verb,,,75,IELTS_Writing,,
exhibit,展示,writing,6,verb,,,75,IELTS_Writing,,
expand,扩展,writing,5,verb,,,80,IELTS_Writing,,
expert,专家,writing,5,noun,,,85,IELTS_Writing,,
explicit,明确的,writing,6,adjective,,,75,IELTS_Writing,,
exploit,利用,writing,6,verb,,,75,IELTS_Writing,,
export,出口,writing,5,noun,,,80,IELTS_Writing,,
expose,暴露,writing,6,verb,,,75,IELTS_Writing,,
extract,提取,writing,6,verb,,,75,IELTS_Writing,,
facilitate,促进,writing,6,verb,,,75,IELTS_Writing,,
factor,因素,writing,5,noun,,,85,IELTS_Writing,,
feature,特征,writing,5,noun,,,85,IELTS_Writing,,
federal,联邦的,writing,6,adjective,,,75,IELTS_Writing,,
fee,费用,writing,5,noun,,,75,IELTS_Writing,,
file,文件,writing,4,noun,,,85,IELTS_Writing,,
final,最终的,writing,4,adjective,,,85,IELTS_Writing,,
finance,金融,writing,6,noun,,,80,IELTS_Writing,,
finite,有限的,writing,7,adjective,,,70,IELTS_Writing,,
flexible,灵活的,writing,6,adjective,,,75,IELTS_Writing,,
fluctuate,波动,writing,6,verb,,,70,IELTS_Writing,,
focus,焦点,writing,5,noun,,,85,IELTS_Writing,,
format,格式,writing,5,noun,,,80,IELTS_Writing,,
formula,公式,writing,6,noun,,,75,IELTS_Writing,,
forthcoming,即将到来的,writing,7,adjective,,,65,IELTS_Writing,,
found,建立,writing,6,verb,,,75,IELTS_Writing,,
framework,框架,writing,6,noun,,,75,IELTS_Writing,,
function,功能,writing,5,noun,,,85,IELTS_Writing,,
fund,资金,writing,5,noun,,,80,IELTS_Writing,,
fundamental,基本的,writing,6,adjective,,,75,IELTS_Writing,,
furthermore,此外,writing,6,adverb,,,75,IELTS_Writing,,
generate,产生,writing,6,verb,,,80,IELTS_Writing,,
globe,地球,writing,5,noun,,,75,IELTS_Writing,,
goal,目标,writing,4,noun,,,85,IELTS_Writing,,
grant,授予,writing,5,noun,,,75,IELTS_Writing,,
guarantee,保证,writing,6,noun,,,75,IELTS_Writing,,
guideline,指南,writing,6,noun,,,75,IELTS_Writing,,
hence,因此,writing,6,adverb,,,70,IELTS_Writing,,
hierarchy,等级制度,writing,7,noun,,,65,IELTS_Writing,,
highlight,强调,writing,6,verb,,,75,IELTS_Writing,,
identical,相同的,writing,6,adjective,,,75,IELTS_Writing,,
identify,识别,writing,5,verb,,,85,IELTS_Writing,,
